Key	Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
106	0	0.1096687	0.2629202	0.4675146	0.3526741	0.5693283	0.0351017	0.6676292	0.4981318	0.0229585	0.4672422	0.0120695	0.3690688	0.0437617	0.0264829	0.0018136	0.0389655	0.3874345	0.5293208	0.0500589	0.0008553	0.0337555	0.1549294	0.1549863	0.1405581	0.1466841	0.6783433	0.4231556	0.3380011	0.1671445	0.4211861	0.2403743	0.014975	0.1446572	0.0867746	0.4447932	0.5110368	0.6474332	0.1307878	0.0507475	0.6436439	0.0687626	0.565051	0.5686088	0.4925961	0.5728663	0.6346725	0.5530478	0.4930591	0.4684872	0.161554	0.4925726	0.5654011	0.4215258	0.1982998	0.5444192	0.3688982	0.2490103	0.2212079	0.0690039	0.2734981	0.0235207	0.267156	0.5507306	0.4648435	0.4793087	0.5373166	0.4173965	0.4133099	0.4602331	0.0380965	0.1753289	0.0351623	0.0647112	0.084914	0.4389793	0.5255416	0.0209721	0.1126017	0.1801124	0.0271171	0.4149776	0.1344425	0.4912243	0.2245933	0.5292357	0.176365	0.1107522	0.1065169	0.028433	0.6444545	0.6571715	0.4654749	0.5976286	0.4023628	0.4618855	0.6832955	0.2690322	0.6917386	0.5339917	0.6911857
107	50	0.053539	0.2550051	0.5466147	0.3040887	0.6673519	0.0260545	0.7184675	0.3901141	0.0262445	0.429424	0.0164431	0.3708873	0.012195	0.0568237	0.0023223	0.098276	0.2702402	0.4678765	0.0523051	0.002335	0.4993008	0.1909972	0.1346893	0.2074688	0.1140707	0.1040762	0.4183329	0.1641121	0.1224538	0.2997823	0.3080677	0.0055543	0.1193186	0.1442543	0.6318519	0.7115817	0.6451928	0.0615369	0.0605559	0.6113906	0.0561333	0.6865858	0.6296711	0.560636	0.5247169	0.1513043	0.487204	0.5710854	0.3116619	0.1224005	0.4987982	0.6047698	0.2792362	0.274838	0.428637	0.401423	0.355061	0.2418763	0.1211394	0.1531049	0.0955404	0.0928921	0.7442109	0.3339596	0.3630334	0.3563764	0.3602298	0.4650973	0.4270723	0.0105497	0.1758154	0.0081262	0.0318797	0.0767198	0.5012355	0.6956979	0.0283584	0.1350784	0.1658119	0.0236015	0.353009	0.0272774	0.6760509	0.0957904	0.6501412	0.1902021	0.1171709	0.070627	0.1155618	0.5187124	0.6083504	0.3890978	0.6610831	0.3778404	0.4511893	0.69617	0.2705059	0.3030088	0.4232985	0.6503548
108	100	0.0842337	0.3306531	0.3994987	0.3922785	0.6001828	0.0336799	0.7312236	0.3617177	0.0276541	0.5183406	0.0280928	0.338569	0.0389904	0.0262116	0.0066649	0.0529181	0.3626704	0.402925	0.0741579	8.15e-05	0.5179881	0.2832134	0.1048412	0.3255037	0.0954484	0.0394006	0.3123405	0.2025093	0.0619725	0.2538604	0.1314029	0.0011535	0.1132539	0.2609438	0.6056303	0.6972049	0.5849269	0.1163692	0.0897223	0.667629	0.0647507	0.6846977	0.6328767	0.5568356	0.4538454	0.0733123	0.4405532	0.4125597	0.1249168	0.1609341	0.5615742	0.6534145	0.0893519	0.1241823	0.3479572	0.5787832	0.5667697	0.4385302	0.1036403	0.0939762	0.1367679	0.0598607	0.6544724	0.4050278	0.3878151	0.3227255	0.3710907	0.4535525	0.3724702	0.0024935	0.1860606	0.0099515	0.010146	0.05711	0.4846033	0.6893998	0.0215371	0.0835279	0.1455179	0.0179098	0.2801583	0.0079873	0.6449927	0.1233181	0.6218881	0.1903586	0.1474075	0.0892347	0.1824394	0.4959574	0.6295067	0.4894026	0.5823832	0.4646933	0.4368528	0.7230794	0.2376256	0.320566	0.3171664	0.6562392
109	150	0.0663325	0.2725003	0.525764	0.4061744	0.5753838	0.0341571	0.6129225	0.3486443	0.0369597	0.4939662	0.012233	0.3157923	0.0141681	0.0340451	0.0084018	0.0551848	0.2875701	0.1605632	0.0479449	1.44e-05	0.5666698	0.3991986	0.1096254	0.4487287	0.1231411	0.1052141	0.1635947	0.2379711	0.0353707	0.1749338	0.0959034	0.008342	0.2374299	0.4646153	0.5403326	0.6406304	0.4119716	0.1252091	0.0453267	0.5438792	0.0400723	0.5888671	0.6482271	0.4898146	0.5534946	0.0472006	0.3301525	0.3324802	0.0466194	0.1944209	0.4154579	0.4062542	0.0200494	0.1133752	0.4103658	0.5425199	0.621141	0.4954401	0.0755901	0.0620657	0.1966164	0.047137	0.5763434	0.3134897	0.3828256	0.3049142	0.3664256	0.3418697	0.5002924	0.0035993	0.2144498	0.0118398	0.0028603	0.0583971	0.429009	0.6661691	0.0203897	0.0830164	0.1218885	0.020819	0.3251327	0.0065387	0.5615898	0.1485493	0.6531606	0.2840141	0.1204411	0.026141	0.0900185	0.4995079	0.5550339	0.4691724	0.6286155	0.4062096	0.4260916	0.7127585	0.3630565	0.2809467	0.2605584	0.6488347
110	200	0.0950663	0.2586044	0.4699919	0.4521072	0.7283122	0.0466269	0.6061939	0.4757467	0.0627097	0.4526781	0.0220384	0.3639763	0.0292883	0.0138236	0.0193096	0.0228321	0.3433515	0.1289147	0.0302768	0.0001267	0.6205529	0.4146631	0.0854149	0.4558911	0.0768379	0.0929609	0.1001283	0.1527466	0.0434758	0.104953	0.0997309	0.0107846	0.2535671	0.4853544	0.5562678	0.6908163	0.2718831	0.0576364	0.0434604	0.631026	0.0613224	0.5888098	0.5873187	0.5420142	0.6482565	0.0642366	0.3348534	0.2558074	0.0710391	0.2569062	0.3541463	0.1683252	0.0438605	0.1146417	0.3803695	0.6105551	0.648071	0.5104587	0.0926338	0.0104634	0.1660914	0.0655283	0.4735278	0.3457756	0.3428516	0.3593536	0.3622177	0.5641014	0.399824	6.51e-05	0.1675183	0.031984	0.0081378	0.0993523	0.4828282	0.6357398	0.0086409	0.0875847	0.10158	0.0219479	0.2473598	0.0254982	0.6298532	0.0671268	0.5478299	0.184878	0.11913	0.0355335	0.1535919	0.4803779	0.6248622	0.3250623	0.5271245	0.4918447	0.4069251	0.6173005	0.2408447	0.2333467	0.224848	0.5353709
111	250	0.2081815	0.3258986	0.6066193	0.4780113	0.7938022	0.0475642	0.7014209	0.5240208	0.0456039	0.4469704	0.0072335	0.3026982	0.0257697	0.0458432	0.0127833	0.0168138	0.2985289	0.0709564	0.04915	0.0004095	0.6831699	0.409698	0.1712694	0.4386137	0.0884918	0.0650206	0.1026137	0.2131089	0.1575027	0.0935349	0.0414111	0.0252116	0.270276	0.6010241	0.306989	0.6405518	0.1561438	0.0979311	0.1120974	0.7224895	0.0359296	0.6184512	0.6021476	0.5078073	0.6296775	0.0965026	0.2760476	0.2040989	0.0973032	0.2076049	0.347695	0.1616174	0.0215686	0.1046767	0.3451341	0.5526762	0.5580724	0.4299852	0.0882279	0.0104748	0.1768268	0.1354785	0.6245461	0.3088274	0.3152318	0.4932163	0.4354879	0.4427868	0.2968595	5.8e-06	0.2606051	0.0607177	0.0408272	0.277059	0.5650935	0.7879284	0.0350722	0.0742149	0.1231895	0.0295578	0.2242823	0.0151106	0.547361	0.0724377	0.5779346	0.2027884	0.1428858	0.0426278	0.1543564	0.5541178	0.645153	0.3927159	0.6537949	0.3992239	0.4898093	0.7456328	0.1725899	0.2553501	0.2342016	0.7306816
112	300	0.1854187	0.2918004	0.5445356	0.5170377	0.6443641	0.0394385	0.672224	0.4432739	0.0690007	0.4795862	0.0103646	0.313108	0.0394866	0.0227559	0.0172832	0.0349381	0.2960119	0.0456353	0.0737443	0.0006315	0.6000729	0.3520733	0.2166922	0.4149894	0.1022907	0.0489567	0.1127938	0.2808463	0.2328607	0.1053066	0.0344457	0.0351267	0.3103351	0.5337653	0.3828518	0.5601859	0.1098186	0.1252344	0.0566094	0.6913623	0.018497	0.6445565	0.6160713	0.4349004	0.6017198	0.0485486	0.1156303	0.1973316	0.076581	0.2603881	0.2610152	0.1289915	0.0513918	0.1509846	0.3507072	0.6037285	0.4681373	0.4532619	0.0702172	0.0077809	0.2009189	0.1955912	0.697674	0.4177335	0.2993594	0.3462181	0.3776655	0.4681685	0.2311099	3.4e-06	0.2320652	0.1432229	0.0494659	0.3613196	0.5491095	0.6735632	0.0194338	0.0735879	0.1086313	0.0453897	0.2569511	0.0322981	0.7479883	0.0552957	0.5204112	0.2144359	0.1635173	0.0458051	0.1362963	0.4275103	0.4332094	0.325738	0.6840281	0.5663165	0.5208032	0.6660416	0.2412511	0.2992206	0.1791682	0.6906069
113	350	0.2066219	0.2910313	0.5647263	0.5559655	0.587255	0.0375812	0.6644845	0.5447311	0.0528053	0.4949561	0.0031864	0.3390519	0.0474383	0.0265871	0.0136487	0.0282387	0.3036999	0.064288	0.0710305	0.001156	0.4651585	0.4477091	0.2729453	0.5924276	0.1750849	0.0485087	0.0945589	0.2324446	0.250452	0.0499626	0.0191979	0.0758254	0.356631	0.5918632	0.3364743	0.6657948	0.138676	0.1418061	0.0558149	0.7833133	0.0550693	0.5913247	0.6369594	0.4802383	0.6251812	0.0661643	0.1404037	0.1044104	0.0589302	0.2956754	0.295851	0.1127549	0.0201594	0.225257	0.3220811	0.5633413	0.5255349	0.5065168	0.0816795	0.0185675	0.181616	0.1173017	0.4908157	0.3437158	0.3687565	0.398735	0.3513734	0.4705897	0.1783502	8.42e-05	0.4625007	0.1760011	0.0633488	0.4273594	0.5875307	0.6992389	0.0588718	0.1133141	0.1619889	0.0083138	0.224882	0.030897	0.5278138	0.0797655	0.5428067	0.1437046	0.0872027	0.06587	0.0818602	0.4566584	0.5338019	0.363728	0.6018696	0.4642818	0.4677762	0.638723	0.2391492	0.3084645	0.1979537	0.6203342
114	400	0.2163671	0.3538233	0.5556689	0.6155606	0.6391063	0.0363819	0.7028379	0.5869016	0.0304659	0.5698038	0.0133413	0.4301268	0.0526823	0.0457357	0.0042117	0.0298722	0.3693214	0.0585712	0.0566424	2.2e-06	0.5503917	0.4196781	0.4063383	0.5349481	0.1312102	0.0783061	0.0987735	0.1664336	0.2701461	0.0389231	0.0390077	0.0506945	0.2899903	0.6559371	0.323956	0.5514362	0.1123036	0.0962529	0.0571204	0.7172632	0.0483924	0.6166425	0.5258128	0.5514491	0.5475452	0.0607777	0.0821083	0.1316154	0.1020927	0.2216001	0.2462951	0.0848561	0.0235448	0.2027679	0.3277149	0.6627885	0.6668306	0.4227452	0.0845643	0.0171306	0.1662838	0.0966135	0.5858584	0.3880611	0.3496898	0.4183572	0.3236334	0.5000558	0.1678798	5.48e-05	0.6107199	0.2819502	0.0926418	0.6585187	0.5730836	0.5929659	0.2070604	0.0819217	0.201722	0.0374714	0.2867285	0.0171116	0.5584595	0.0882972	0.5027782	0.1910965	0.13715	0.0679732	0.181362	0.4462351	0.4104197	0.3860428	0.7807435	0.4571979	0.4144678	0.6058968	0.3019345	0.2547072	0.1780847	0.7152343
115	450	0.1974678	0.2488896	0.4301645	0.4940665	0.660465	0.0288519	0.5972426	0.607754	0.0429466	0.5409801	0.0117002	0.3778269	0.0173242	0.0313213	0.0192338	0.0241899	0.3157207	0.0753672	0.0596205	3.3e-06	0.733323	0.4885855	0.4398942	0.4796952	0.1543072	0.047492	0.1357667	0.1670856	0.3439949	0.0422697	0.0348859	0.0948912	0.3032877	0.6036648	0.2836397	0.6096642	0.0865983	0.0946897	0.0418442	0.720094	0.0312011	0.5506957	0.5189214	0.5104054	0.6554594	0.0589757	0.0427535	0.0694803	0.0599778	0.2921187	0.2870052	0.1088538	0.0384852	0.281944	0.3007919	0.5850176	0.5569871	0.5126112	0.0743439	0.0286961	0.1214202	0.0926024	0.6047982	0.3484301	0.3763259	0.3679922	0.4076559	0.5227286	0.1734716	0	0.5801655	0.342829	0.0909905	0.4845912	0.6628755	0.4829848	0.2762716	0.1151998	0.1122065	0.0340901	0.2990878	0.0134427	0.5712726	0.0720219	0.6921093	0.2233014	0.1316632	0.0593701	0.104325	0.5192798	0.4522616	0.3842911	0.6113767	0.4942385	0.3729022	0.7733769	0.2437502	0.3404596	0.1820373	0.7173619
116	500	0.2010113	0.3641193	0.5497221	0.5253037	0.6755329	0.044609	0.6517114	0.4752519	0.0216995	0.6584064	0.0167186	0.380356	0.0408413	0.0215007	0.0032859	0.0163544	0.2359968	0.0681378	0.0650169	0.0002495	0.5578725	0.4424155	0.3333419	0.483127	0.0998381	0.0495487	0.0757588	0.246738	0.338793	0.0498892	0.0284333	0.1038783	0.3744974	0.6720308	0.2646624	0.6119059	0.0966907	0.1008283	0.0686673	0.5748243	0.0447184	0.6632734	0.6139698	0.6007062	0.5023608	0.0239859	0.0400245	0.0765644	0.0663509	0.2072765	0.3226338	0.0716148	0.0364303	0.2281177	0.2129665	0.5840295	0.6110253	0.4809919	0.0957194	0.0409879	0.1451787	0.078904	0.6412155	0.4046535	0.2601761	0.5539821	0.4297333	0.5718776	0.1083844	0.000239	0.5385067	0.3953749	0.067498	0.5857798	0.6858241	0.3560981	0.3252482	0.0816942	0.1249925	0.0308322	0.3789711	0.0035116	0.6535641	0.0832106	0.6076453	0.1176677	0.1467338	0.0180393	0.1667689	0.5257334	0.4412613	0.3958494	0.7256088	0.3850181	0.40422	0.7101567	0.3218609	0.2718537	0.1738833	0.7011257
117	550	0.2805078	0.3130307	0.5561069	0.5781627	0.6192618	0.0427384	0.5611587	0.5162959	0.0183195	0.5441616	0.0132084	0.3284888	0.0242641	0.0279305	0.0139281	0.0195089	0.3171258	0.2406476	0.0464773	0.0003583	0.1739154	0.298668	0.3636336	0.4762207	0.0825914	0.6138472	0.0544186	0.4013743	0.3245364	0.034537	0.0666076	0.1345001	0.4310742	0.5603142	0.4167484	0.6157901	0.3720717	0.0838008	0.0609487	0.6178667	0.038749	0.6461877	0.7460696	0.4698522	0.6095533	0.4873262	0.1980583	0.0968451	0.131502	0.2032643	0.4171311	0.2977627	0.0237063	0.2183238	0.4409017	0.5176399	0.5681046	0.4964757	0.0801209	0.1466958	0.0952856	0.4189934	0.6194216	0.4190454	0.2738092	0.5326272	0.4088736	0.689921	0.1291004	0.0134326	0.5651443	0.3239129	0.2485145	0.4956563	0.6142316	0.2684669	0.350189	0.1213063	0.1542515	0.0244533	0.3471985	0.0706244	0.7183408	0.0937621	0.5410032	0.2067715	0.1370253	0.0584975	0.1140696	0.6213357	0.6884264	0.3670522	0.5595984	0.4070061	0.4594603	0.5890606	0.224726	0.6479504	0.257421	0.7285383
118	600	0.3506455	0.2751482	0.5470546	0.5535926	0.5932346	0.0254581	0.6646513	0.449495	0.0090466	0.5423313	0.0089387	0.3771561	0.0377195	0.0151144	0.0217648	0.0748143	0.3684927	0.3416909	0.0351635	0.0031921	0.0831468	0.2873235	0.3593168	0.4993922	0.1458665	0.558175	0.1982662	0.3024102	0.2160123	0.239224	0.123744	0.0754695	0.4688321	0.2549429	0.5716915	0.5736431	0.5163698	0.0615749	0.036098	0.5333293	0.0488721	0.559698	0.6171648	0.4426372	0.6248524	0.5321692	0.4928653	0.229285	0.2455515	0.2413458	0.342341	0.483936	0.0623247	0.2504407	0.4177173	0.5777061	0.5611271	0.2273135	0.1089224	0.2270693	0.0894959	0.4242105	0.6216898	0.4781386	0.3410202	0.4069944	0.4586918	0.5291623	0.3239634	0.0282934	0.3180712	0.1490706	0.0861613	0.431059	0.5159384	0.1714776	0.426937	0.0548153	0.2199245	0.0168269	0.373882	0.1044264	0.6826303	0.133112	0.5095498	0.2218279	0.1628604	0.0913858	0.2011739	0.7060123	0.7186177	0.4765465	0.6423222	0.3847149	0.3690286	0.5585488	0.1919339	0.6992033	0.5157106	0.6491766
119	650	0.2625423	0.2363969	0.4695178	0.4938454	0.7182102	0.0580884	0.5212788	0.3476593	0.0112893	0.4283676	0.0096241	0.2933246	0.0653114	0.0265335	0.0052182	0.0569192	0.3374234	0.4882786	0.06996	0.0019152	0.0361103	0.2028838	0.3138113	0.3631487	0.1407301	0.6990467	0.4603187	0.3454419	0.2089903	0.3455241	0.2099789	0.0246173	0.2842879	0.2123299	0.6691194	0.6474364	0.5633588	0.1053045	0.0839743	0.5833921	0.0476696	0.7074864	0.568215	0.442512	0.5882498	0.6207035	0.4664135	0.5098028	0.3232051	0.1604552	0.5183484	0.5646323	0.2921151	0.2881261	0.5139731	0.337149	0.3105732	0.2188469	0.1332752	0.3019669	0.0364316	0.3597858	0.6685076	0.500522	0.3771786	0.4415242	0.415937	0.5150411	0.39844	0.0193489	0.2570715	0.0673091	0.1035534	0.2526016	0.4220245	0.4541275	0.2522204	0.0932386	0.1398474	0.0331113	0.3958169	0.0929789	0.7264294	0.1834476	0.5875764	0.1567089	0.1521855	0.0835036	0.1826964	0.6025171	0.6162475	0.4185382	0.5899737	0.3567447	0.3616998	0.6212304	0.2184936	0.7459413	0.5270784	0.591759
120	700	0.2090621	0.2855686	0.4561302	0.4893961	0.7335205	0.0289613	0.5256591	0.4771035	0.017681	0.4048723	0.021153	0.4043456	0.0762251	0.0154426	0.0045621	0.1687193	0.3232353	0.5448269	0.0476511	0.0032993	0.0309541	0.2137576	0.2609568	0.4625295	0.145002	0.7342063	0.434943	0.3024942	0.2324524	0.3175969	0.2072423	0.0546534	0.2450766	0.1163633	0.6553144	0.6499506	0.4652563	0.094128	0.0563234	0.588279	0.0470171	0.6697719	0.6419502	0.498707	0.6257291	0.5718118	0.5989807	0.5544344	0.3383833	0.1428644	0.5049627	0.4743131	0.3264831	0.2082812	0.5183366	0.2342006	0.2389714	0.1750424	0.1089123	0.243869	0.0686934	0.3166564	0.7119225	0.4018798	0.3133413	0.4511536	0.3936635	0.4448797	0.4089409	0.0107723	0.1240636	0.0207629	0.0306914	0.1680266	0.3727278	0.5779201	0.1661304	0.0754229	0.1458041	0.0229527	0.3219361	0.0893567	0.7173363	0.1750864	0.5355529	0.1617373	0.1387572	0.09244	0.1263482	0.6659281	0.5724914	0.4283576	0.7090698	0.3017441	0.4215998	0.6231192	0.2559715	0.5708881	0.5898365	0.5781513
121	750	0.1350948	0.3333347	0.5282811	0.4078688	0.6050637	0.0911751	0.7302465	0.4105759	0.0136687	0.4589112	0.0139205	0.2922748	0.0225512	0.0114216	0.0193894	0.1004227	0.3693632	0.401621	0.0575913	0.0114868	0.0710701	0.1397401	0.1806879	0.2469912	0.1186414	0.6130604	0.3764854	0.3409951	0.202332	0.4156104	0.2466982	0.0163517	0.224978	0.0883994	0.6179026	0.6498669	0.6390794	0.1113333	0.0593556	0.4499346	0.031553	0.681658	0.751236	0.3861772	0.6073785	0.5571504	0.573334	0.5101065	0.4401285	0.1581788	0.5848446	0.5603792	0.3149645	0.2634475	0.4801512	0.3251449	0.2521265	0.2291679	0.0521766	0.2331484	0.0175378	0.295439	0.6045217	0.3265713	0.2392027	0.4257732	0.3018896	0.4972481	0.5132922	0.0115272	0.170734	0.0215679	0.0220266	0.1185491	0.4617724	0.572605	0.0773725	0.0770537	0.1846006	0.0305017	0.3716707	0.1340594	0.5855249	0.1506191	0.7391637	0.2305748	0.1277107	0.0799728	0.0678614	0.5208856	0.6073285	0.5697207	0.6179933	0.4393883	0.3725091	0.6416276	0.3014988	0.58908	0.5294836	0.753115
122	800	0.1162535	0.2307425	0.4610242	0.3670332	0.7272653	0.0663135	0.5955774	0.3785968	0.0114967	0.4040883	0.017007	0.2761438	0.0229538	0.019176	0.0050245	0.129561	0.2772174	0.5775335	0.0434636	0.0079849	0.0264025	0.1763307	0.1843019	0.2726846	0.1017216	0.6895642	0.5069013	0.3709099	0.1855958	0.4627845	0.2469237	0.0211895	0.2506659	0.0669175	0.5261672	0.5965564	0.7446134	0.0983399	0.0529825	0.5682859	0.0600093	0.4846824	0.6254562	0.5972042	0.6005301	0.7038487	0.6028763	0.4473232	0.4334815	0.174485	0.6195655	0.6466577	0.3068801	0.320075	0.5156114	0.3068761	0.3196402	0.2514397	0.0859155	0.2099709	0.0100524	0.3845641	0.7125971	0.4838017	0.3090057	0.4603237	0.3819861	0.3490042	0.488783	0.0278985	0.1513953	0.0105203	0.045053	0.1085758	0.3785421	0.6487559	0.0483407	0.1688088	0.1391924	0.082634	0.3411896	0.1658012	0.6247427	0.1960759	0.5821078	0.1871606	0.0959757	0.0323567	0.05363	0.5132238	0.5484044	0.394698	0.6486425	0.4369948	0.3694167	0.6443986	0.309487	0.6841484	0.4627528	0.639144
123	850	0.0937221	0.2376667	0.5812234	0.4033032	0.6193548	0.0452354	0.622455	0.4294171	0.0110812	0.43109	0.0119708	0.4256895	0.0521184	0.009107	0.0034972	0.0738633	0.3319893	0.5707592	0.0382144	0.0008219	0.0243038	0.1515518	0.1607076	0.2111716	0.0739192	0.67535	0.4693944	0.3799962	0.1970329	0.4449369	0.150736	0.0233026	0.160423	0.0764287	0.5856222	0.6024098	0.6252231	0.069441	0.0593294	0.6003624	0.0428615	0.706999	0.6271183	0.5610412	0.6186639	0.5600049	0.519332	0.5521524	0.3976914	0.2047802	0.5525803	0.5042424	0.3864289	0.2057274	0.4619747	0.3023666	0.3070696	0.3169992	0.0799896	0.2185417	0.0136892	0.288559	0.6765154	0.5044806	0.4257453	0.5162774	0.3567034	0.4889408	0.4587905	0.0135997	0.1282865	0.0105994	0.0697187	0.079537	0.4245023	0.5851015	0.0289542	0.0750461	0.1675238	0.0278881	0.3852557	0.0926562	0.6452342	0.1362291	0.5824394	0.2046405	0.0914616	0.055345	0.0387954	0.6323152	0.7022971	0.5262174	0.6181487	0.3438651	0.4647491	0.6520163	0.2180203	0.5654659	0.6395145	0.6947132
124	900	0.1126841	0.2176392	0.5676461	0.3734798	0.7425114	0.0506488	0.6378243	0.4698958	0.0167884	0.3714081	0.0189859	0.3036067	0.0440303	0.0167284	0.0156811	0.114987	0.2705225	0.4490771	0.0660634	0.0040096	0.0431765	0.176018	0.1156238	0.2141634	0.1165033	0.648781	0.3952917	0.3343235	0.1199242	0.3395111	0.2333877	0.0156976	0.2083544	0.1182089	0.5808589	0.6435904	0.5460396	0.0760837	0.0318083	0.6776701	0.0407705	0.7456047	0.7037131	0.5325597	0.5426479	0.6015162	0.5733989	0.5921112	0.4289125	0.1840652	0.5808272	0.6026857	0.3286616	0.189265	0.5533849	0.3450259	0.2897299	0.2859949	0.1075655	0.2628973	0.0018303	0.3033086	0.5424055	0.3755219	0.3343123	0.510214	0.3999163	0.4060215	0.4222497	0.0090592	0.1529195	0.010251	0.0357175	0.0426611	0.3499595	0.6116289	0.0282642	0.1015746	0.149767	0.0179939	0.3876304	0.1185439	0.6284713	0.1861814	0.6354724	0.2024031	0.1272081	0.0309151	0.0803588	0.6437167	0.6002531	0.4081673	0.640074	0.4726827	0.4369195	0.518763	0.2923251	0.7363693	0.5223763	0.620945
125	950	0.1501348	0.2738909	0.5038338	0.3762723	0.5989617	0.0715078	0.6780074	0.3935167	0.0206947	0.4717612	0.0254657	0.3105774	0.0390755	0.012986	0.0072697	0.0838111	0.2978563	0.3997312	0.0470058	0.0117886	0.0452914	0.1269553	0.1002436	0.1333154	0.1493735	0.6395863	0.4767248	0.47301	0.2804952	0.4125165	0.2076746	0.0119962	0.1690229	0.0732179	0.5651242	0.552475	0.5819184	0.0977946	0.0467386	0.6023695	0.0420944	0.5818592	0.6208134	0.5765388	0.7071524	0.6059652	0.6214022	0.5431233	0.3404969	0.2107025	0.5276583	0.6113559	0.2743957	0.2166079	0.4142507	0.2637744	0.2897633	0.2678354	0.1116548	0.2200914	0.0268871	0.2557858	0.5621315	0.4440458	0.3270167	0.472679	0.3167344	0.3753768	0.4581507	0.0144977	0.1372813	0.0247253	0.0918876	0.0590933	0.4410887	0.6035865	0.03392	0.0974062	0.2084735	0.028187	0.361518	0.0885855	0.5783662	0.1425109	0.5376495	0.1655154	0.1818253	0.0709721	0.0317959	0.5707077	0.6135884	0.41021	0.6106965	0.3979746	0.4595967	0.6879439	0.2661327	0.6903027	0.5119565	0.6273006
126	1000	0.0897733	0.2359093	0.5122697	0.284204	0.5901996	0.0387397	0.7112912	0.4014984	0.0301207	0.4088515	0.0135421	0.3403692	0.0233672	0.0173495	0.0183133	0.0963387	0.2909094	0.4780518	0.0741695	0.0029988	0.0243055	0.1561927	0.0983737	0.115234	0.089248	0.7184957	0.4452647	0.3446647	0.1784538	0.4924632	0.2072458	0.0082328	0.1628515	0.0917536	0.5145107	0.6448792	0.5895405	0.0830092	0.0443432	0.5293154	0.0435564	0.695514	0.5427196	0.62879	0.6166743	0.6148372	0.6287375	0.5377391	0.4281016	0.1485123	0.5505319	0.6520395	0.4452892	0.2140948	0.4361693	0.2681642	0.3105294	0.2520019	0.1080334	0.2339621	0.0157182	0.2713609	0.5505955	0.3739233	0.2817624	0.5089286	0.2828475	0.4121375	0.4977886	0.0242159	0.1691928	0.0349472	0.0251333	0.0557878	0.3484344	0.5957393	0.0086503	0.0832282	0.1676357	0.0114986	0.3261641	0.1279133	0.6198335	0.2225471	0.5678045	0.1511151	0.1891472	0.045077	0.0278233	0.5579114	0.554822	0.5195872	0.6246383	0.4269434	0.4033364	0.6342377	0.2207079	0.6921256	0.6213014	0.7810169
127	0	0.1421896	0.2454781	0.5201883	0.2641745	0.5557742	0.0221749	0.5932165	0.3428033	0.0071411	0.3562746	0.0186238	0.3740553	0.0357112	0.0225847	0.0051981	0.108342	0.3010823	0.4897508	0.0824469	0.002225	0.0340933	0.167991	0.1831453	0.1601156	0.151144	0.8786469	0.5982102	0.301249	0.1612951	0.4120189	0.1845307	0.016693	0.1772271	0.1063471	0.5544635	0.7433881	0.6165685	0.0843323	0.0702872	0.5853807	0.0318961	0.4814929	0.6249861	0.4687658	0.4824926	0.7112421	0.4429667	0.4152964	0.4152185	0.1473093	0.6114816	0.6713595	0.3089876	0.2783245	0.4624645	0.2944686	0.2200939	0.2315868	0.1090007	0.1991218	0.0261435	0.2624874	0.6525112	0.3547288	0.4154158	0.3705333	0.328132	0.4551321	0.5101044	0.0157819	0.1353319	0.0092371	0.0594194	0.0856617	0.4024002	0.6110786	0.0110724	0.12755	0.1734082	0.0342903	0.3557477	0.11414	0.6442875	0.218068	0.5528315	0.2043608	0.1370357	0.0484645	0.0347542	0.5593279	0.6780197	0.4472546	0.6160751	0.406875	0.3954257	0.5708149	0.2311727	0.6899277	0.4164386	0.5780311
128	50	0.1801409	0.2567916	0.4546776	0.3574478	0.445612	0.0047151	0.562451	0.3650584	0.002531	0.2206967	0.0179181	0.2116147	0.0724219	0.0893184	0.0064035	0.1640059	0.4211237	0.5699903	0.0755819	0.0009368	0.0394443	0.1276924	0.1128229	0.1546281	0.1392856	0.5722559	0.393619	0.3222345	0.2642031	0.4514744	0.1851009	0.008354	0.1861174	0.1548746	0.6287167	0.1680969	0.6576317	0.0597587	0.3607506	0.552576	0.0658441	0.749376	0.476434	0.500222	0.5858822	0.6835005	0.5504194	0.4352001	0.1504385	0.1320236	0.6387429	0.6870863	0.3484906	0.2531064	0.4689483	0.071853	0.3329073	0.46581	0.0708688	0.2303066	0.0274281	0.3565919	0.445262	0.6079932	0.3476732	0.3627746	0.4278313	0.3791719	0.4162193	0.0080433	0.1524507	0.0056453	0.0232325	0.0990189	0.3621849	0.6372571	0.403698	0.1044807	0.2213603	0.0158693	0.3989097	0.1686905	0.7420125	0.1704808	0.6391949	0.0885136	0.1383033	0.0837701	0.0636593	0.2364212	0.5391153	0.5252334	0.6470326	0.47042	0.5141539	0.6843156	0.2093349	0.2628824	0.557631	0.4601249
